ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,Incumplimiento,Vivienda,Consumo,Contacto,Mes,Dias,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
6555,46,unemployed,married,basic.6y,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6556,32,services,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6557,48,admin.,married,professional.course,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6558,46,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6559,38,technician,single,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6560,43,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6561,36,services,single,basic.6y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6562,48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6563,52,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6564,46,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6565,44,blue-collar,single,basic.4y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6566,24,services,single,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6567,58,retired,married,basic.4y,no,yes,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6568,41,unemployed,married,university.degree,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6569,29,management,single,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6570,32,management,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6571,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6572,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6573,33,technician,married,professional.course,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6574,36,blue-collar,single,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6575,33,technician,married,university.degree,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6576,43,technician,married,professional.course,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6577,47,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6578,33,admin.,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6579,31,services,single,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6580,34,admin.,married,university.degree,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6581,39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6582,35,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6583,35,technician,married,university.degree,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6584,59,retired,single,high.school,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6585,48,admin.,married,high.school,no,no,yes,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6586,46,technician,married,professional.course,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6587,41,unemployed,divorced,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6588,29,admin.,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6589,38,student,single,university.degree,no,unknown,unknown,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6590,50,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6591,37,services,married,high.school,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6592,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6593,52,management,divorced,university.degree,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6594,40,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6595,36,entrepreneur,married,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6596,50,housemaid,single,unknown,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6597,38,technician,married,basic.9y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6598,51,retired,divorced,university.degree,no,yes,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6599,38,services,married,high.school,unknown,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6600,38,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6601,55,management,married,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6602,58,technician,married,professional.course,no,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6603,41,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6604,31,management,single,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6605,36,management,married,university.degree,unknown,no,no,telephone,jun,tue,13,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6606,34,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,13,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6607,33,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6608,42,services,married,high.school,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6609,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6610,49,technician,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6611,58,retired,married,basic.4y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6612,51,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6613,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6614,48,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6615,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6616,49,technician,married,basic.6y,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6617,56,management,married,basic.9y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,1
6618,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6619,60,retired,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6620,37,admin.,single,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6621,31,blue-collar,single,high.school,no,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6622,44,admin.,single,university.degree,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6623,38,admin.,single,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6624,40,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6625,36,student,single,basic.9y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6626,50,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6627,28,admin.,single,high.school,no,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6628,50,services,married,high.school,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6629,57,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6630,56,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6631,27,admin.,married,basic.9y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6632,49,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6633,34,technician,married,professional.course,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6634,50,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6635,29,admin.,single,basic.9y,unknown,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6636,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6637,37,self-employed,married,basic.9y,unknown,yes,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6638,57,blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6639,40,admin.,single,high.school,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6640,30,blue-collar,married,unknown,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6641,43,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6642,38,admin.,married,basic.9y,no,no,yes,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6643,46,blue-collar,married,basic.6y,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6644,42,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6645,35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6646,39,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6647,57,technician,married,professional.course,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6648,38,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,1
6649,42,technician,married,university.degree,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6650,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6651,32,technician,married,professional.course,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6652,46,unemployed,divorced,basic.9y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6653,59,entrepreneur,married,unknown,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6654,55,unknown,married,basic.4y,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6655,43,unemployed,married,professional.course,no,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6656,49,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6657,50,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6658,53,admin.,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6659,25,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6660,27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6661,53,admin.,married,high.school,no,no,no,telephone,jun,tue,26,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6662,44,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6663,54,management,married,university.degree,no,no,no,telephone,jun,tue,15,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6664,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6665,32,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6666,29,entrepreneur,married,high.school,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6667,43,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6668,43,management,married,university.degree,no,yes,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6669,36,services,married,high.school,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6670,34,services,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6671,38,services,married,high.school,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6672,53,housemaid,married,basic.4y,no,unknown,unknown,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6673,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,1
6674,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6675,49,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6676,35,technician,married,unknown,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6677,39,admin.,married,university.degree,no,yes,no,telephone,jun,tue,12,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6678,50,admin.,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6679,30,admin.,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6680,50,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6681,49,management,divorced,university.degree,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6682,43,admin.,divorced,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6683,31,housemaid,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6684,38,entrepreneur,married,basic.6y,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6685,43,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6686,29,admin.,single,high.school,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6687,54,technician,married,university.degree,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6688,27,management,single,university.degree,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6689,57,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6690,30,services,married,high.school,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6691,30,admin.,single,high.school,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6692,43,unemployed,married,basic.9y,no,no,no,telephone,jun,tue,28,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6693,32,admin.,single,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6694,34,admin.,single,university.degree,no,no,no,telephone,jun,tue,32,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6695,44,blue-collar,single,unknown,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6696,31,unemployed,married,basic.6y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6697,29,admin.,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6698,51,self-employed,married,university.degree,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6699,33,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6700,52,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6701,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6702,24,admin.,single,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,1
6703,27,unemployed,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6704,42,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6705,28,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6706,31,unemployed,divorced,basic.4y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,1
6707,32,blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6708,29,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6709,30,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,1
6710,34,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6711,40,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,1
6712,35,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6713,60,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6714,51,technician,married,professional.course,no,no,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6715,36,services,divorced,professional.course,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6716,35,technician,married,professional.course,no,yes,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6717,39,self-employed,married,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6718,31,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6719,40,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6720,40,technician,married,professional.course,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6721,46,admin.,married,high.school,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6722,45,admin.,married,unknown,no,no,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6723,39,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6724,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,13,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6725,36,admin.,married,professional.course,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6726,57,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6727,51,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,6,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6728,57,admin.,divorced,unknown,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6729,27,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6730,38,technician,single,professional.course,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6731,50,admin.,married,university.degree,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6732,46,technician,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6733,26,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6734,32,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6735,33,admin.,married,high.school,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6736,33,admin.,married,university.degree,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6737,42,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6738,32,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6739,50,services,divorced,basic.4y,unknown,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6740,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6741,46,management,married,basic.9y,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6742,29,services,married,high.school,no,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6743,45,services,married,high.school,unknown,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6744,53,services,married,high.school,unknown,no,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6745,31,housemaid,married,university.degree,no,no,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6746,27,services,single,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6747,40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6748,40,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6749,40,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,6,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,1
6750,58,self-employed,married,university.degree,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6751,31,management,single,university.degree,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6752,60,retired,single,high.school,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6753,27,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6754,59,technician,married,unknown,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6755,40,services,married,unknown,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6756,34,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
6757,42,services,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94465,-41.8,4864,5228.1,0
